,Riboseq_control_1,Riboseq_control_2,RNAseq_control_1,RNAseq_control_2,RNAseq_control_3,Riboseq_sample_1,Riboseq_sample_2,RNAseq_sample_1,RNAseq_sample_2,RNAseq_sample_3
C2orf88,3.94829575104153,0,10.1776855545124,7.92448178187804,26.2800708471042,2.06564552627656,0,13.437354691693,14.9628572626131,17.5212544882477
C3orf14,0,1.24894425181214,3.13748201304519,2.766092697448,5.95020472009907,0,6.60947451648251,6.85395272864876,7.7137711353844,6.50489687587639
C3orf33,0,0,7.04020354146726,9.04587071327588,14.3796614069061,0,0,8.38707373374125,10.9665661924742,10.1770160800002
C3orf38,0,0,20.2023232059495,18.1665006886449,30.4121574582841,0,1.10157908608042,30.6624201018497,26.394108463243,35.0425089764954
C3orf52,0,3.74683275543642,17.3709369990551,14.9518524186378,25.1230865959738,0,4.95710588736189,16.0526787592037,17.0074712984981,20.7737029261859
C3orf62,0,0,11.7081645852662,6.72833358838702,7.27247243567663,0,0,16.9545146445522,10.6877551875808,9.12783916453623
C3orf67,1.31609858368051,1.87341637771821,5.05058080148738,2.91561122163437,3.80151968228551,0,0,3.42697636432438,4.46097607829459,2.41310690556705
C3orf70,0,1.87341637771821,4.66796104379894,4.93411129815048,5.61963779120467,0,0,6.31285119743965,7.43496013049099,8.49833301525786
C3orf80,1.97414787552076,2.49788850362428,8.41763466914563,9.19538923746225,12.2309763690925,0,5.5078954304021,8.20670655667155,6.50559011417961,7.76390917443311
C4orf19,0,0,2.67833830381907,2.46705564907524,3.63623621783832,0,0,2.2545897133713,4.18216507340118,2.30818921402065
C4orf3,21.0575773388881,9.99155401449712,91.7522178936874,92.6267257334612,117.351259757509,8.26258210510624,43.5123739001766,115.344809736076,113.290204988356,143.42248434392
C4orf33,0,0,7.4228232991557,7.02737063675977,10.082291331279,0,0,10.8220306241823,11.2453771973676,11.9606168362888
C4orf36,0,0,17.9066046598189,14.6528153702651,13.8838110135645,0.688548508758853,0,11.0925813897868,9.75838517126942,11.5409460701033
C4orf46,0,0,21.0440866728641,23.1753712488886,37.5193464295135,0.688548508758853,0,22.4557135451782,29.7398405219639,24.8654928964952
C4orf48,7.89659150208306,1.87341637771821,23.3398052189947,30.7260567203007,15.5366456580364,0,12.1173699468846,9.19872603055492,10.5948181859497,20.4589498515467
C5orf15,25.0058730899297,14.3628588958396,47.2152780987532,51.0605760096481,96.1949763082682,12.3938731576594,31.9457934963322,65.1125509221633,77.6953333636308,84.7734947694859
C5orf22,3.29024645920127,2.49788850362428,36.6549727865523,31.9969641758849,58.8409133432019,3.44274254379427,5.5078954304021,51.1340946992612,48.1413668449291,62.8456972362896
C5orf24,0.658049291840255,2.49788850362428,70.1724635600595,58.6112614810602,120.656929046453,19.9679067540067,2.20315817216084,108.039939064753,107.435173885595,116.773390691136
C5orf34,0.658049291840255,0.62447212590607,14.0038831313968,10.8400930035124,17.8506141602972,0,1.65236862912063,20.6520417744811,18.5874003262275,16.9966660305157
C5orf51,4.60634504288178,3.12236062953035,71.0907509785118,60.1812059850172,75.5345432523687,0,6.60947451648251,86.3958778163884,76.3012783391637,87.2915193665993
C5orf66,1.97414787552076,0,12.3968801491054,10.0177411204873,12.0656929046453,0,1.65236862912063,13.9784562229021,13.9405502446706,9.5475099307218
C6orf120,3.94829575104153,14.3628588958396,93.7418406336673,90.2344293464792,108.095385748466,33.7388769291838,36.3521098406538,109.482876481311,113.197267986725,121.179933736084
C6orf132,3.29024645920127,4.99577700724856,40.5576943149744,42.313742344745,25.9495039182098,10.3282276313828,0,40.7629820177532,33.6431945904717,26.124505195052
C6orf136,6.58049291840255,7.49366551087284,24.8702842497485,29.9037048372756,30.7427243871785,7.22975934196796,7.16026405952272,23.8986509617358,21.7472583816861,22.4523859909282
C6orf141,0,1.24894425181214,93.3592208759788,88.1411700078699,109.252369999597,0,15.4221072051259,84.6823896342262,92.5652536246128,62.4260264701041
C6orf201,0,0,3.21400596458288,1.79422229023654,1.32226771557757,0,0,3.33679277578953,2.69517304730298,2.20327152247426
C6orf223,3.29024645920127,7.80590157382588,0.30609580615075,1.3456667176774,0.165283464447196,2.06564552627656,3.85552680128147,0.270550765604556,0.371748006524549,0
C6orf226,0,0,9.94811369989939,12.1110004590966,7.93360629346542,0,0,8.2968901452064,9.75838517126942,12.1704522193816
C6orf47,3.6192711051214,3.12236062953035,36.1193051257885,41.7904275100927,42.147283434035,6.88548508758853,10.465001317764,39.7709625438698,36.1524936345124,39.8687227876295
C6orf52,0,0,4.51491314072357,3.96224089093902,1.81811810891916,0,7.71105360256293,3.9680778955335,4.46097607829459,4.7212961195877
C6orf62,0,0,66.0401701770244,50.3129833887162,110.078787321833,0,0,111.827649783217,114.777197014455,100.091477735259
C6orf89,3.29024645920127,4.05906881838946,128.101094874089,122.754708357016,126.607133766552,0,2.20315817216084,143.572272947485,139.591376449968,137.756929000415
C7orf25,0,0,20.6614669151756,16.4470376605016,24.2966692737378,0,0,20.2913074203417,17.8439043131784,31.2654720808252
C7orf26,1.31609858368051,0,35.7366853681001,38.9495755505515,26.114787382657,0.688548508758853,1.10157908608042,29.9409513935709,24.9071164371448,33.2589082202067
C7orf31,1.97414787552076,0,9.18287418452251,9.41966702374182,12.2309763690925,0,0,10.1907455044383,9.29370016311373,7.23932071670114
C7orf50,1.97414787552076,10.6160261404032,111.571921341948,118.044874845146,96.5255432371626,26.1648433328364,23.683950350729,82.8787178635291,75.2789713212212,102.504584640826
C8orf33,10.5287886694441,13.7383867699335,143.023265423938,134.342393981461,138.838110135645,22.0335522802833,11.5665804038444,105.785349351382,99.2567177420546,117.507814531961
C8orf34,0,1.87341637771821,4.36186523764819,2.54181491116843,5.12378739786308,2.06564552627656,0,3.87789430699864,2.69517304730298,5.98030841814442
C8orf37,0,0,3.74967362534669,3.96224089093902,3.30566928894392,0,0,5.86193325476539,5.11153508971255,4.51146073649492
C8orf44,0,0,5.28015265610044,7.99924104397123,5.45435432675748,5.50838807007083,0.55078954304021,7.57542143692758,6.31971611091734,3.88195458721656
C8orf58,0,0,3.44357781919594,3.13988900791394,2.97510236004953,0,0,3.51715995285923,0.464685008155687,2.83277767175262
C8orf76,1.31609858368051,0,8.95330232990945,9.86822259630096,11.2392755824093,2.06564552627656,17.0744758342465,9.10854244202007,8.55020415006463,10.1770160800002
C8orf82,0.658049291840255,1.87341637771821,21.5032303820902,22.8763342005159,20.8257165203467,0,11.5665804038444,14.2490069885066,20.0743923523257,29.2720359414438
C8orf88,5.92244362656229,3.74683275543642,3.13748201304519,3.66320384256626,5.12378739786308,0,0.55078954304021,3.06624201018497,4.739787083188,3.88195458721656
C9orf116,0,0,4.97405684994969,6.87785211257339,9.58644093793738,0,0.55078954304021,4.1484450726032,5.01859808808141,4.19670766185574
C9orf16,3.94829575104153,10.6160261404032,18.6718441751958,19.6616859305087,25.6189369893154,10.3282276313828,5.5078954304021,11.9944172751353,14.7769832593508,26.0195875035056
C9orf40,21.0575773388881,22.4809965326185,43.3890805218689,47.1730943808023,54.0476928742332,23.410649297801,23.683950350729,48.6089542202853,56.9703819998872,57.1801418927844
C9orf64,3.29024645920127,0.62447212590607,32.2165835973665,31.249371554953,47.9322046896869,11.7053246489005,8.81263268864335,27.5961780916648,30.2045255301196,47.212961195877
C9orf72,1.97414787552076,0,20.0492753028741,17.9422229023654,39.6680314673271,2.75419403503541,1.10157908608042,31.5642559871983,27.9740374909723,30.2162951653613
C9orf78,1.31609858368051,1.87341637771821,69.7133198508334,64.8162802347949,77.3526613612878,13.7709701751771,7.43565883104283,42.4764701999154,42.5651467470609,51.4096688577328
C9orf85,7.2385422102428,0,14.692598695236,11.6624448865375,16.858913373614,0,1.65236862912063,17.3152489986916,17.3792193050227,14.8983121995879
CA11,3.29024645920127,4.99577700724856,113.485020130391,145.032968460787,64.1299842055121,10.3282276313828,4.95710588736189,102.809290929731,108.6433549068,77.2194209781455
CA12,5.92244362656229,0,18.2892244175073,24.4462787044728,29.5857401360481,0,7.16026405952272,21.1029597171554,19.60970734417,22.5573036824746
CA13,0,0,4.89753289841201,3.36416679419351,8.26417322235981,0,1.10157908608042,7.03431990571847,5.94796810439279,10.0720983884538
CA14,0,0,4.66796104379894,4.26127793931178,2.31396850226075,0,0,7.48523784839273,6.13384210765506,3.88195458721656
CA2,0,6.86919338496677,21.6562782851656,22.5772971521431,29.2551732071537,2.06564552627656,18.451449691847,23.8986509617358,19.7955813474322,34.5179205187634
CA5BP1,0,0,18.0596525628943,17.792704378179,19.9992991981107,0,7.16026405952272,14.9704756967855,12.6394322218347,13.8491352841239
CA8,7.2385422102428,4.37130488134249,94.6601280521195,99.5045778460346,95.3685589860322,18.590809736489,19.0022392348872,65.7438360419072,81.4128134288763,76.1702440626816
CAAP1,7.2385422102428,6.86919338496677,34.5123021434971,33.6416679419351,53.05599208755,0.688548508758853,11.0157908608042,37.4261892419636,40.1487847046513,52.2490103901039
CAB39,23.0317252144089,8.74260976268498,85.6303017706724,85.5993550967015,112.227472359646,17.9022612277302,27.5394771520105,96.2258889666873,92.4723166229816,101.560325416909
CAB39L,0,0,7.4228232991557,4.93411129815048,4.62793700452149,0,0,6.2226676089048,6.13384210765506,6.2950614927836
CABIN1,21.7156266307284,11.2404982663093,111.954541099637,112.961245022809,100.988196777237,22.7221007890422,14.3205281190454,89.5523034151082,84.4797344827038,70.0850179529908
CABLES1,1.31609858368051,1.87341637771821,58.6173468778687,60.4054837712968,59.3367637365435,6.19693657882968,6.60947451648251,59.3408012559327,54.9257679640022,51.4096688577328
CABLES2,4.60634504288178,0,9.71854184528632,13.456667176774,18.6770314825332,13.7709701751771,2.20315817216084,11.002397801252,15.7992902772933,13.4294645179384
CABP1,0,0,5.58624846225119,4.18651867721859,4.62793700452149,0,3.85552680128147,6.31285119743965,4.92566108645028,3.56720151257738
CABYR,3.94829575104153,0,11.5551166821908,12.7090745558421,9.58644093793738,3.44274254379427,9.36342223168356,15.24102646239,18.5874003262275,16.262242189691
CACFD1,0,1.87341637771821,14.463026840623,14.9518524186378,12.3962598335397,0,0.275394771520105,11.9042336866005,11.1524401957365,12.6950406771136
CACHD1,4.60634504288178,3.74683275543642,77.901382665366,64.2929654001426,91.0711889104051,8.26258210510624,26.9886876089703,66.6456719272557,54.5540199574776,57.8096480420628
CACNA1B,0.329024645920127,2.18565244067124,4.05576943149744,5.90598170536194,3.63623621783832,0.688548508758853,14.0451333475253,3.51715995285923,5.76209410113051,3.98687227876295
CACNA1C,0.329024645920127,0,9.41244603913557,10.690574479326,5.12378739786308,4.13129105255312,2.20315817216084,9.64964397322918,13.9405502446706,5.56063765195885
CACNA1G,0,0.62447212590607,8.41763466914563,8.8963521890895,8.59474015125421,0,6.60947451648251,10.7318470356474,14.0334872463017,10.2819337715466
CACNA1H,0.987073937760382,8.43037369973194,22.1154219943917,27.66092697448,27.6023385626818,12.0495989032799,9.08802746016346,16.3232295248082,16.4498492887113,18.675349095258
CACNA2D1,11.1868379612843,1.24894425181214,56.0155325255873,48.3692425742933,80.4930471857846,12.3938731576594,11.5665804038444,70.8843005883938,71.3756172527135,52.9834342309287
CACNA2D2,42.1151546777763,63.0716847165131,11.5551166821908,10.690574479326,11.5698425113037,46.4770243412226,30.5688196387316,18.1269012955053,17.7509673115472,13.1147114432992
CACNA2D3,0,0.62447212590607,6.12191612301501,7.47592620931891,5.61963779120467,1.37709701751771,6.0586849734423,8.92817526495037,6.13384210765506,7.23932071670114
CACNB1,3.29024645920127,3.74683275543642,25.48247586205,27.3618899261072,16.5283464447196,0,5.5078954304021,24.8004868470843,21.1896363718993,22.2425506078354
CACNB2,0.329024645920127,0,16.8352693382913,13.0081116042149,15.0407952646949,1.37709701751771,3.85552680128147,16.9545146445522,22.1190063882107,11.8556991447425
CACNB3,0,1.87341637771821,20.0492753028741,23.8482046077273,15.5366456580364,0,0.55078954304021,26.0630570865723,26.1152974583496,24.7605752049488
CACNB4,5.26439433472204,1.87341637771821,16.911793289829,15.9237228258493,26.941204704893,3.44274254379427,0,33.3679277578953,38.1041706687663,22.2425506078354
CACNG8,2.63219716736102,0,18.5187962721204,24.9695935391251,9.58644093793738,0,0,28.9489319196875,31.2268325480621,15.4229006573198
CACTIN,4.60634504288178,4.99577700724856,44.0012721341704,44.8555572559134,28.594039349365,0.688548508758853,23.683950350729,23.0869986649222,21.7472583816861,24.8654928964952
CACUL1,5.26439433472204,1.24894425181214,109.276202795818,100.177411204873,132.557338486651,8.26258210510624,23.683950350729,120.034356339888,114.126638003037,114.150448402476
CACYBP,17.7673308796869,27.4767735398671,98.2567537743909,106.830985531167,96.029692843821,13.7709701751771,25.8871085228899,109.573060069845,115.334819024241,128.838925218971
CAD,63.5017566625846,40.5906881838945,229.724902516138,229.211897577718,215.19907071025,29.6075858766307,99.1421177472377,156.648893285038,132.621101327633,160.943738832167
CADM1,2.96122181328115,5.62024913315463,144.247648648541,143.089227646364,213.546236065778,45.4442015780843,54.5281647609807,133.832445385721,150.465005640811,187.907585559591
CADM4,0.658049291840255,0.62447212590607,69.560271947758,89.5615959876405,82.3111652947037,0,28.0902666950507,65.292918099233,69.8886252266153,116.35371992495
CADPS2,0.658049291840255,0,28.0077662627937,25.1938713254047,43.3042676851654,8.95113061386509,3.30473725824126,28.678381154083,29.3680925154394,37.0359451158769
CAHM,1.31609858368051,0,6.19844007455269,5.15838908443004,3.80151968228551,0,0,3.24660918725468,2.32342504077843,2.93769536329902
CALCB,5.26439433472204,1.24894425181214,10.5603053122009,11.5876856244443,5.61963779120467,3.44274254379427,8.53723791712325,11.8140500980656,12.4535582185724,5.87539072659803
CALCOCO1,5.92244362656229,2.49788850362428,51.3475714817884,53.6023909208166,44.4612519362958,9.63967912262395,5.5078954304021,69.3511795833013,61.8031060847063,45.0096896734028
CALCOCO2,0.658049291840255,2.49788850362428,58.1582031686426,58.8355392673398,71.4024566411888,4.81983956131197,35.8013202976136,78.098987671182,73.791979295123,70.7145241022692
CALD1,5.92244362656229,15.6118031476518,94.5070801490442,96.5142073623071,116.194275506379,14.4595186839359,60.586849734423,135.636117156418,118.029992071544,143.002813577734
CALHM2,0,0,13.8508352283215,16.1480006121288,11.7351259757509,3.44274254379427,0,11.6336829209959,16.263975285449,12.275369910928
CALHM5,0,0,5.50972451071351,5.53218539489599,8.9253070801486,0,0.275394771520105,8.83799167641551,4.64685008155687,3.67211920412377
CALM1,22.7027005684888,9.36708188859105,153.353998881526,156.172098512672,161.977795158252,16.5251642102125,23.1331608076888,153.672834863388,152.509619676696,214.241926137735
CALM2,57.9083376819424,36.2193833025521,164.679543709104,154.004079911969,258.503338395415,72.2975934196796,55.9051386185813,290.842073024898,266.35744667484,312.44488542516
CALM3,36.8507603430543,38.0927996802703,481.565227026668,558.526447098215,431.224558742735,34.7716996923221,47.9186902444982,406.908351469253,448.421032870238,627.407795447432
CALML4,0,0,63.8209755824314,64.9657987589813,49.2544724052645,4.13129105255312,0,85.6744091081096,88.7548365577361,41.862158927011
CALR,76.9917671453098,63.6961568424191,1001.16285796757,1216.93126835293,698.983771147193,262.336981837123,370.130572923021,745.006624886414,822.306590432303,925.583874822282
CALU,17.1092815878466,24.9788850362428,244.8766449206,249.172620556599,321.641621814244,26.1648433328364,44.0631634432168,305.451814367544,295.446728185385,296.917067076293
CAMK1,17.1092815878466,8.74260976268498,19.9727513513365,27.1376121398276,30.4121574582841,37.8701679817369,24.7855294368094,17.7661669413659,18.959148332752,28.6425297921654
CAMK1D,5.26439433472204,1.87341637771821,49.8936164025723,57.4898725496624,61.3201653099098,8.26258210510624,11.0157908608042,45.1819778559609,47.0261228253555,47.0031258127842
CAMK2B,0,0,21.5032303820902,22.5025378900499,20.9909999847939,8.95113061386509,0,21.37351048276,22.2119433898418,18.5704314037116
CAMK2D,0,7.49366551087284,26.2477153774268,26.6142973051753,39.0068976095383,6.19693657882968,0.55078954304021,34.0893964661741,40.3346587079136,38.0851220313408
CAMK2G,0,4.99577700724856,50.8119038210246,46.7245388082432,48.7586220119229,8.26258210510624,1.65236862912063,49.2402393400293,51.6729729069123,51.19983347464
CAMK2N1,2.96122181328115,0.62447212590607,23.033709412844,25.2686305874979,17.8506141602972,0,15.4221072051259,25.8826899095026,21.7472583816861,21.613044458557
CAMK2N2,0,0,3.44357781919594,2.54181491116843,3.30566928894392,0,0,5.05028095795172,4.46097607829459,4.61637842804131
CAMK4,3.94829575104153,0.62447212590607,21.0440866728641,21.8297045312112,24.6272362026322,14.8037929383153,8.26184314560314,31.2937052215937,28.5316595007592,24.0261513641241
CAMKK1,0.658049291840255,2.49788850362428,75.9117599253861,76.6282436455188,58.0144960209659,5.50838807007083,0,62.5874104431874,59.7584920488213,46.3736196635059
CAMKK2,5.26439433472204,3.74683275543642,119.836508108019,105.111522503024,119.499944795323,8.60685635948567,2.20315817216084,139.333644286347,131.784668312953,138.911023607425
CAMKMT,6.58049291840255,2.49788850362428,13.3916915190953,15.2508894670106,15.5366456580364,5.50838807007083,2.20315817216084,10.7318470356474,9.38663716474487,13.324546826392
CAMKV,0,0,3.90272152842207,5.15838908443004,3.63623621783832,0,0,6.31285119743965,3.25279505708981,5.66555534350524
CAMLG,3.29024645920127,7.49366551087284,89.2269274929437,86.1226699313538,95.6991259149266,23.410649297801,12.1173699468846,79.0008235565305,91.5429466066703,71.4489479430939
CAMSAP1,17.1092815878466,9.36708188859105,112.643256663476,110.64370789792,94.5421416637963,5.85266232445025,4.95710588736189,121.657660933516,107.992795895382,127.9995836866
CAMSAP2,13.8190351286453,10.6160261404032,64.4331671947329,61.6016319647878,94.2115747349019,11.7053246489005,4.95710588736189,94.7829515501296,98.6990957322678,90.0193793468055
CAMSAP3,0,8.43037369973194,28.6199578750952,30.9503345065803,24.1313858092907,14.4595186839359,23.1331608076888,24.1692017273404,21.5613843784239,24.8654928964952
CAMTA1,25.0058730899297,8.74260976268498,102.389047157426,96.5142073623071,110.078787321833,23.410649297801,44.613952986257,109.122142127171,105.576433852972,116.143884541857
CAMTA2,31.5863660083322,11.8649703922153,88.920831686793,96.7384851485866,62.4771495610402,24.7877463153187,15.1467124336058,83.5100029832731,84.7585454875972,72.9177956247434
CAND1,20.3995280470479,24.9788850362428,208.910387697887,187.047673757159,291.22946435596,64.0350113145734,55.9051386185813,269.558746130673,248.327668358399,280.654824886602
CAND2,8.22561614800318,16.2362752735578,22.4215178005425,27.9599640228527,18.8423149469804,15.8366157014536,11.5665804038444,16.9545146445522,17.6580303099161,20.1441967769075
CANT1,11.8448872531246,0.62447212590607,112.260636905788,105.26104102721,89.9142046592748,14.4595186839359,23.683950350729,87.9289988214809,83.8291754712859,88.6554493567024
CANX,110.881305675083,104.286845026314,1301.82546355914,1246.68545466602,1118.80377084307,241.680526574358,213.430947928081,1433.73869052708,1445.35624936745,1173.18962687177
CAP1,9.87073937760382,3.74683275543642,30.8391524696881,43.3603720140497,25.7842204537626,9.29540486824452,74.3565883104283,29.2194826852921,37.3606746557172,37.6654512651552
CAP2,0.658049291840255,2.49788850362428,14.692598695236,13.456667176774,17.0241968380612,2.06564552627656,6.0586849734423,22.2753463681085,17.9368413148095,28.2228590259798
CAPG,0,0,2.60181435228138,2.91561122163437,0.991700786683178,2.06564552627656,0,5.23064813502143,3.06692105382753,2.62294228865983
CAPN1,0.658049291840255,0.62447212590607,38.4150236719192,42.1642238205586,29.2551732071537,6.88548508758853,15.4221072051259,32.7366426381513,32.2491395660047,45.8490312057739
CAPN10,5.26439433472204,5.62024913315463,42.1646972972659,41.2671126754404,36.0317952494888,7.57403359634739,9.36342223168356,25.3415883782935,26.5799824665053,34.937591284949
CAPN10-DT,0,0,11.4020687791154,9.5691855479282,5.61963779120467,0,0,10.7318470356474,9.10782615985146,10.1770160800002
CAPN12,0,0,5.20362870456276,4.1117594151254,3.14038582449673,0,3.30473725824126,5.14046454648657,4.83272408481914,1.67868306474229
CAPN15,7.2385422102428,4.99577700724856,166.898738303697,176.880414112485,126.276566837658,21.6892780259039,14.8713176620857,93.7909320762463,96.8403556996451,94.1111693171149
CAPN2,30.928316716492,14.9873310217457,146.313795340059,143.089227646364,170.903102238401,44.7556530693255,49.5710588736189,143.752640124554,151.394375657123,168.183059548869
CAPN5,3.6192711051214,0.62447212590607,2.75486225535675,3.28940753210032,5.28907086231028,0,1.37697385760052,2.97605842165012,3.06692105382753,5.77047303505164
CAPN7,5.26439433472204,0.62447212590607,46.6030864864517,47.6216499533614,64.2952676699593,6.88548508758853,1.65236862912063,55.0119890062598,54.4610829558465,62.950614927836
CAPNS1,20.3995280470479,10.9282622033562,186.029726188119,266.516769362219,158.837409333756,67.8220281127471,57.832902019222,169.905880799662,190.892601350356,259.566368885777
CAPRIN1,51.3278447635399,39.3417439320824,175.928564585144,167.61026561293,245.115377775192,81.2487240335447,47.0925059299379,286.693627952295,284.758972997805,293.559700946809
CAPRIN2,1.97414787552076,0.62447212590607,43.6186523764819,42.8370571793973,41.8167165051406,0,2.20315817216084,66.8260391043255,64.6841531352716,40.4982289369079
CAPS,0,0,5.28015265610044,6.05550022954831,4.62793700452149,0,0,5.23064813502143,4.64685008155687,4.7212961195877
CAPS2,0,0,4.36186523764819,2.24277786279567,3.14038582449673,0,0,5.86193325476539,5.39034609460596,3.67211920412377
CAPZA1,15.7931830041661,6.2447212590607,61.2956851816878,55.0228169005871,102.310464492814,10.3282276313828,3.85552680128147,95.0535023157342,99.4425917453169,104.602938471754
CAPZA2,7.2385422102428,4.99577700724856,32.9052991612057,26.9880936156413,58.8409133432019,0,0,46.4445480954489,42.1004617389052,62.3211087785577
CAPZB,12.5029365449648,8.74260976268498,136.901349300923,152.284616883826,152.391354220315,14.4595186839359,18.7268444633671,130.676019787001,123.885023174306,155.278183488662
CARD10,3.94829575104153,0,32.9052991612057,40.0709644819493,23.3049684870547,12.3938731576594,1.10157908608042,25.5219555553632,24.2565574257268,26.5441759612375
CARD11,4.60634504288178,0,8.26458676607026,8.29827809234399,8.59474015125421,0,0,7.66560502546243,6.9702751223353,9.5475099307218
CARD14,0,0,14.0804070829345,12.1110004590966,9.09059054459579,0,0,10.9122142127171,8.4572671484335,5.98030841814442
CARD19,0.658049291840255,0.62447212590607,10.3307334575878,12.1857597211898,8.42945668680701,0,10.465001317764,10.4612962700429,11.9888732104167,13.324546826392
CARD6,0,0,5.96886821993963,3.21464827000713,5.45435432675748,0,0,10.6416634471126,16.0781012821868,9.75734531381459
CARD8,2.63219716736102,0.62447212590607,57.3929636532657,41.1923534133472,63.9647007410649,0,14.3205281190454,68.8100780520922,67.3793261825746,53.8227757632998
CARD8-AS1,0,1.87341637771821,4.51491314072357,2.54181491116843,1.98340157336636,0,0,7.75578861399729,4.739787083188,6.71473225896918
CARD9,0,0,3.97924547995975,4.26127793931178,4.62793700452149,0,0,2.79569124458042,2.13755103751616,2.72785998020623
CARF,0,0,8.6472065237587,2.84085195954118,10.7434251890678,3.44274254379427,0,11.0925813897868,10.5948181859497,6.19014380123721
CARHSP1,7.89659150208306,4.99577700724856,38.2619757688438,47.0983351187091,54.3782598031276,22.0335522802833,3.85552680128147,57.4469458967008,54.3681459542153,64.6292979925783
CARM1,13.8190351286453,16.2362752735578,75.9882838769238,81.4128364194829,67.1050865655617,58.5266232445025,46.2663216153776,40.9433491948229,40.7993437160693,51.5145865492792
CARMIL1,2.63219716736102,6.86919338496677,34.4357781919594,25.5676676358707,27.9329054915762,13.0824216664182,3.30473725824126,33.2777441693605,27.9740374909723,41.5474058523718
CARMIL2,0,1.24894425181214,8.57068257222101,9.5691855479282,5.45435432675748,0,0,7.84597220253214,10.130133177794,8.81308608989704
CARNMT1,3.94829575104153,0,38.950691332683,41.2671126754404,86.2779684414364,13.0824216664182,39.6568470988951,45.2721614444958,46.6543748188309,50.150656559176
CARS1,1.31609858368051,7.49366551087284,39.180263187296,39.0243348126447,27.1064881693402,14.4595186839359,23.1331608076888,32.1955411069422,32.7138245741603,29.3769536329902
CARS2,10.5287886694441,0.62447212590607,34.4357781919594,33.0435938451896,38.0151968228551,7.57403359634739,14.8713176620857,28.9489319196875,33.0855725806849,38.5047927975264
CASC2,0,0,4.2853412861105,0.672833358838702,4.4626535400743,0,0,5.68156607769569,3.90335406850777,3.56720151257738
CASC3,9.87073937760382,10.6160261404032,245.029692823676,245.883213024499,195.034488047692,27.5419403503541,37.4536889267343,230.509252295082,244.610188293153,210.464889242065
CASC4,0,4.37130488134249,39.7159308480599,35.1368531837989,59.3367637365435,8.26258210510624,18.7268444633671,65.1125509221633,55.2975159705267,78.8981040428878
CASD1,2.63219716736102,0.62447212590607,11.3255448275778,10.9896115276988,23.3049684870547,2.75419403503541,0,27.0550765604557,24.8141794355137,28.9572828668046
CASK,32.9024645920127,29.9746620434914,81.1153886299488,76.0301695487733,100.657629848343,12.3938731576594,24.2347398937692,91.9872603055492,86.4314115169577,80.5767871076301
CASKIN1,0.658049291840255,0.62447212590607,16.2996016775275,19.362648882136,11.5698425113037,0,0,18.3974520611098,16.7286602936047,17.5212544882477
CASKIN2,8.55464079392331,1.87341637771821,24.1050447343716,24.4462787044728,20.4951495914523,11.7053246489005,3.85552680128147,16.3232295248082,13.4758652365149,21.4032090754643
CASP10,0,0,11.7081645852662,9.49442628583501,12.3962598335397,0,7.71105360256293,10.4612962700429,9.01488915822032,12.275369910928
CASP2,9.87073937760382,9.99155401449712,63.1322600185923,59.8074096745513,61.9812991676986,6.19693657882968,9.36342223168356,67.9984257552785,58.6432480292476,74.4915609979393
CASP3,1.97414787552076,3.74683275543642,43.1595086672558,38.2019829296196,63.4688503477234,6.88548508758853,8.26184314560314,58.6193325476539,51.4870989036501,59.4883311068051
CASP6,0,0,8.49415862068332,8.14875956815761,16.5283464447196,13.7709701751771,0,6.58340196304421,10.0371961761628,13.4294645179384
CASP7,7.89659150208306,0.62447212590607,59.3060624417079,50.1634648645299,74.3775590012383,12.3938731576594,8.53723791712325,37.245822064894,33.4573205872094,29.5867890160829
CASP8,6.58049291840255,6.2447212590607,28.160814165869,27.66092697448,34.8748109983584,6.19693657882968,2.20315817216084,37.245822064894,27.2305414779232,27.4884351851551
CASP8AP2,19.7414787552076,0,88.7677837837176,74.4602250448163,94.8727085926906,24.0991978065599,0,152.951366155109,134.479841360256,113.835695327837
CASP9,0,0,22.4215178005425,19.0636118337632,20.8257165203467,0,14.3205281190454,17.4956161757613,20.3532033572191,20.1441967769075
CASS4,0,0,5.28015265610044,3.96224089093902,0,0,0,3.33679277578953,5.85503110276165,0.944259223917541
CAST,10.5287886694441,15.6118031476518,81.6510562907126,72.9650398029525,107.930102284019,13.0824216664182,57.2821124761818,108.761407773032,118.401740078069,112.891436103919
CASTOR2,1.97414787552076,2.49788850362428,36.501924883477,48.5187610984797,36.8582125717248,0,1.10157908608042,34.179580054709,47.0261228253555,46.1637842804131
CASTOR3,0,1.24894425181214,10.5603053122009,10.690574479326,10.908708653515,0,13.7697385760052,17.9465341184356,18.4015263229652,10.3868514630929
CASZ1,0.658049291840255,0,16.911793289829,15.4751672532901,14.7102283358005,0,25.0609242083295,12.5355188063445,16.0781012821868,16.4720775727838
CAT,4.60634504288178,1.24894425181214,10.3307334575878,10.9148522656056,18.3464645536388,4.13129105255312,5.5078954304021,15.4213936394597,20.6320143621125,15.8425714235054
CATSPERG,0,0,8.72373047529639,7.40116694722572,3.63623621783832,0,0,8.74780808788066,8.17845614354008,5.66555534350524
CAV1,6.58049291840255,7.49366551087284,57.316439701728,61.2278356543218,84.9557007258589,17.2137127189713,4.95710588736189,71.5155857081378,62.5466020977554,67.1473225896918
CAV2,10.5287886694441,18.109691651276,46.8326583410648,42.313742344745,90.5753385170635,28.9190373678718,21.4807921785682,60.6935550839555,53.8105239444285,65.7833925995887
