,logFC.Riboseq_sample-Riboseq_control,AveExpr.Riboseq_sample-Riboseq_control,t.Riboseq_sample-Riboseq_control,P.Value.Riboseq_sample-Riboseq_control,adj.P.Val.Riboseq_sample-Riboseq_control,B.Riboseq_sample-Riboseq_control,Symbol.Riboseq_sample-Riboseq_control
MFN1,1.71210503632264,4.64318591988708,1.19902185019746,0.266044549779834,0.590628053037156,-5.85555012947357,MFN1
MFN2,0.399957545763807,6.97145909632844,0.340601203927847,0.742491529004249,0.858370448690628,-6.28266470697934,MFN2
MFSD1,-0.11727901967834,2.62123751406782,-0.671753264044571,0.521341972422873,0.71411622373943,-7.19539109632883,MFSD1
MFSD10,0.472433242328963,4.64300969491065,0.713227619100697,0.496706718879488,0.698955655042104,-6.10853942355335,MFSD10
MFSD11,0.210422824198491,4.9052149164119,0.146264755245766,0.887461407921328,0.943539326868169,-6.85338726947585,MFSD11
MFSD12,0.0424727516682228,5.4346255625365,0.0602898459579949,0.953457058592188,0.978322979382726,-6.21190673404715,MFSD12
MFSD13A,2.2179778553334,2.45568070676534,8.55517786498173,3.34230478408491e-05,0.00142406686089258,2.95351809337666,MFSD13A
MFSD14A,2.49648097243181,5.34380358004948,1.5516091596788,0.160737865737943,0.462309177892992,-5.33028108846022,MFSD14A
MFSD14B,-3.61078538871957,5.16997645022071,-5.57857485076932,0.000594423314764745,0.0127904070336727,0.132490479141985,MFSD14B
MFSD14C,-1.12672683907163,4.04512396909765,-1.46184305224699,0.183283703709225,0.493649658884235,-6.23395453108179,MFSD14C
MFSD2A,0.217293172251599,3.31674468983195,0.504123955694481,0.628250830253694,0.785109436577106,-6.23309054486005,MFSD2A
MFSD3,0.459060809735275,5.29441397900721,0.712054861826255,0.497392949738689,0.699307339179395,-6.01321535999609,MFSD3
MFSD4A,-1.65161349641471,1.95503475874756,-2.41651723482652,0.0431670283014658,0.258657843333827,-4.88845683349061,MFSD4A
MFSD4B,1.03281459062376,4.07585962250343,0.937727384160279,0.376804797257197,0.627754050504242,-6.44534390379642,MFSD4B
MFSD5,-0.582124035146861,4.56707462851079,-0.922198759048509,0.384355262913384,0.631615933871676,-5.99046259175861,MFSD5
MFSD6,0.619972029564201,5.27191899096114,1.08915004644405,0.308932922769294,0.607912164071706,-5.80256324314065,MFSD6
MFSD6L,-2.2861846161801,0.085784255139511,-9.75035540316158,1.31604737685212e-05,0.000791399919814814,3.83623822713832,MFSD6L
MFSD8,-0.128435111669258,4.17982485544388,-0.108630245981634,0.916267523780953,0.959631212141997,-6.97255904436198,MFSD8
MFSD9,-3.04006349954261,4.43521852159209,-14.5908396524962,6.79859341525574e-07,0.000294494447196722,6.6382370135662,MFSD9
MGA,-2.90456148995168,6.20550516620775,-3.26013888053757,0.0121104387984699,0.135211361972081,-2.73550711201337,MGA
MGARP,-1.01897755570587,2.18831024389312,-2.09447537272889,0.0708059620290051,0.297618357044911,-5.48884348015709,MGARP
MGAT1,-0.564527363677532,6.88050446193885,-1.0849411728774,0.310680279866236,0.607912164071706,-5.61004675376994,MGAT1
MGAT2,-2.51449541770579,6.05008076419077,-3.32470078509638,0.0110207909910201,0.126572380609447,-2.63589942528847,MGAT2
MGAT3,-0.997102877763894,3.56399527522647,-2.20427333146808,0.0598180332356264,0.278971016432061,-5.32301533619998,MGAT3
MGAT4A,1.35331042759396,4.80786268373193,1.02964227641445,0.334370661954587,0.609386834958296,-6.25030435705104,MGAT4A
MGAT4B,-0.427624403499982,5.98049161126208,-0.675641693032443,0.519000428180202,0.712608359395911,-5.9531141111074,MGAT4B
MGAT5,0.438467296327771,5.93155777451372,1.02713894465807,0.335475537968161,0.610095502384202,-5.85209718150737,MGAT5
MGAT5B,-1.67150306255501,2.71486135737041,-3.98490812728765,0.00434089169835726,0.062774779439362,-1.97028992572911,MGAT5B
MGC12916,-0.11727901967834,2.37905077076418,-0.919164293154063,0.385843647301919,0.632127026372144,-6.99101434797482,MGC12916
MGC4859,0.220283464625521,5.77533445093553,0.357257861263847,0.730472802287071,0.851325093036,-6.23849702940444,MGC4859
MGC70870,-0.11727901967834,2.77270541981907,-0.8385250799662,0.42694808863338,0.655881382165763,-7.0635027144297,MGC70870
MGLL,-0.11727901967834,1.49938910787116,-1.1168924449631,0.297610531862945,0.606973856834577,-6.79151150448608,MGLL
MGME1,-1.34864674547273,5.45683595511767,-2.34460897929538,0.0482093578614984,0.267810272020795,-4.2341058290824,MGME1
MGMT,-2.12898397012566,2.21095610451258,-10.8956322820101,5.88576125718157e-06,0.000511949386000463,4.64603088452513,MGMT
MGRN1,-0.752013950150366,5.88599390719403,-0.932568614476825,0.37930085579059,0.628608528165798,-5.74804179254755,MGRN1
MGST1,2.45149478943908,2.72431877905058,6.437179869485,0.000234916987347628,0.00602967534250806,1.01665542402736,MGST1
MGST2,-0.933201833743536,4.61931486591491,-1.0020974760051,0.346683777560461,0.615171555503264,-5.78700510361153,MGST2
MGST3,0.751289025096719,6.38967112562921,1.84087776242098,0.104275777202063,0.367322534896855,-4.75003157630253,MGST3
MHENCR,2.60447906472213,2.66739799796678,6.94391102286391,0.000141465522024819,0.00413922952374851,1.52068286469444,MHENCR
MIA2,-2.95787781728132,4.2614840669323,-2.2028773036572,0.0599465308315807,0.279001664408327,-4.37419749561272,MIA2
MIA3,-0.387299479080988,7.0607842019357,-0.516259865245425,0.620137815216502,0.780748147319931,-6.08190736093031,MIA3
MIAT,-0.965334277881236,2.14579990865883,-1.25768670952672,0.245233679985833,0.565727784070949,-6.47674765553971,MIAT
MIB1,0.329203178830445,7.15898253933921,0.342215076731525,0.741323647509481,0.85761437287066,-6.17851025804209,MIB1
MIB2,0.637874776086491,5.42395584514071,0.802122610122462,0.446481371806035,0.667345353817027,-5.9688236317997,MIB2
MICA,-0.0561274714254747,5.21256801241004,-0.0915331585088458,0.929400635837766,0.964989863381542,-6.46500409175279,MICA
MICA-AS1,-1.31884895186776,1.88254512282775,-2.30416807539573,0.0513016165832374,0.270707748086742,-5.15150892836344,MICA-AS1
MICAL1,0.786870384036637,2.82095102294,0.798544424138722,0.448434065975761,0.668322195214701,-6.54796895735167,MICAL1
MICAL2,0.800832683233711,2.28279699423572,1.52679033845462,0.166707021574849,0.471057548720312,-6.03572936754935,MICAL2
MICAL3,-0.659742386389085,6.46239321158791,-1.01780400139225,0.33962056872362,0.611930754961375,-5.68111979388184,MICAL3
MICALL1,-0.806385280450164,6.21567566617194,-1.42267085141217,0.193978204532126,0.506266618486687,-5.23339444444295,MICALL1
MICALL2,-1.77204441678798,2.13151680631565,-2.45563708380759,0.0406513369408974,0.252284628606585,-4.79376549874105,MICALL2
MICB,0.485434020611575,5.48967928533817,1.10467182218026,0.302556435547439,0.607912164071706,-5.767998250465,MICB
MICB-DT,0.517102814992774,1.85135992992508,1.31403678332751,0.226553736375875,0.546410502845734,-6.41944772345922,MICB-DT
MICOS10,0.336239068243094,4.45514938165932,0.6807978631914,0.515905578626685,0.710786816780318,-6.40939315251783,MICOS10
MICOS10P1,-0.11727901967834,3.95953668103677,-0.628566120522108,0.547784280507431,0.733072478552713,-7.22535306853981,MICOS10P1
MICOS13,1.85943263398781,5.2765843188147,0.968599227016347,0.362122526214814,0.622123999643932,-5.93598277427056,MICOS13
MICU1,0.134509294137029,5.62275833676863,0.301469787529743,0.771020919418026,0.87565833931113,-6.30942532722497,MICU1
MICU2,2.63784094875463,4.9831012200202,1.63241376422105,0.142627084514104,0.435953288982075,-5.22338062027122,MICU2
MICU3,0.985241211912878,2.17143123025102,1.63133796077574,0.142855374264806,0.435953288982075,-5.82380243607491,MICU3
MID1,0.823556678601826,6.13564659387799,0.808480271212276,0.443026254127382,0.665181480268027,-5.99105208478094,MID1
MID1IP1,0.325150874309818,8.64900616493917,0.993274351929721,0.350700628219922,0.616534996755789,-6.37433829661607,MID1IP1
MID1IP1-AS1,0.408274740552234,1.45206264589601,1.17829147575951,0.273740617747128,0.598470507881528,-6.62200012067016,MID1IP1-AS1
MID2,-0.21477117530082,4.72037440862388,-0.575493279113957,0.581348161862913,0.755490741880407,-6.24918123169542,MID2
MIDEAS,0.840556755947754,5.6243112877077,1.38375711265148,0.205143489500617,0.521352155751656,-5.40578252941664,MIDEAS
MIDN,-0.084614023865063,7.05691352430305,-0.145793344656932,0.887821225656086,0.943539326868169,-6.24227672153374,MIDN
MIEF1,0.311653223911269,6.58362234939528,0.830998766378686,0.430936926855773,0.658084392324214,-5.86875345118213,MIEF1
MIEF2,3.79818686586804,3.74953780611868,8.52637744111609,3.42274158370901e-05,0.0014521484513236,2.8869401576594,MIEF2
MIEN1,-0.56334510637387,6.15280146587578,-1.04895302746847,0.325942408534706,0.607912164071706,-5.66265173185101,MIEN1
MIER1,2.57512027327336,5.12709505188336,1.55421113425787,0.160123423461402,0.461218127681854,-5.32027264226815,MIER1
