,logFC.RNAseq_sample-RNAseq_control,AveExpr.RNAseq_sample-RNAseq_control,t.RNAseq_sample-RNAseq_control,P.Value.RNAseq_sample-RNAseq_control,adj.P.Val.RNAseq_sample-RNAseq_control,B.RNAseq_sample-RNAseq_control,Symbol.RNAseq_sample-RNAseq_control
MRPL10,-0.671198882045649,5.23935412241686,-3.09371891766015,0.0131822408842569,0.386111253562336,-2.78907738122039,MRPL10
MRPL11,-0.507277791184999,4.37887175131645,-1.60767917058595,0.143096890500422,0.731975524755974,-4.8176741297362,MRPL11
MRPL12,-0.711787522100502,6.13812085942001,-3.05888037858554,0.0139367060226623,0.396745255187625,-3.04894333544717,MRPL12
MRPL13,0.100592136518725,3.13536158923763,0.115362175247748,0.910744762550324,0.999969548839946,-5.59487374816559,MRPL13
MRPL14,-0.254218824771386,5.62818009177468,-0.901435795041978,0.391335307313556,0.93489408603692,-5.87044147857998,MRPL14
MRPL15,-0.299375137393408,3.90953257550799,-0.55389676235482,0.593428003691466,0.996141074883198,-5.79392654004928,MRPL15
MRPL16,-0.27588795726405,4.41498575001976,-0.683712183657787,0.511737884952921,0.976887414280007,-5.71990819017648,MRPL16
MRPL17,-0.575876039989147,4.34977007838407,-1.22867284580375,0.251004875597538,0.84777196978135,-5.47156863541476,MRPL17
MRPL18,-0.164286523177896,6.11638897512979,-0.687505365744765,0.509457990494172,0.97631634337768,-6.20351755573229,MRPL18
MRPL19,0.161982453363046,5.01908481219989,0.396409336554212,0.701233549557606,0.997576220298529,-6.30229269368391,MRPL19
MRPL2,-0.819029508635846,5.22933274432583,-2.02055873218516,0.074735769297323,0.616199052538851,-4.36736418232584,MRPL2
MRPL20,-0.323312882880103,6.06202326501711,-1.42869137000691,0.187575109519456,0.78170159433726,-5.37510325137993,MRPL20
MRPL20-AS1,-0.326178419531331,4.75858373755645,-1.13274534219783,0.287208684724488,0.867739757159068,-5.53136674624043,MRPL20-AS1
MRPL21,-0.729850834240108,3.85127724981181,-1.90486020015408,0.0898976559336016,0.647179344220616,-4.28840451415202,MRPL21
MRPL22,-0.387653114719018,4.79111708895314,-1.96445198203623,0.0817557622979048,0.630799344221036,-4.34771809047256,MRPL22
MRPL23,-0.889119126754696,4.99707174392053,-2.32848516959197,0.045446515007219,0.546419000795734,-3.82043578075271,MRPL23
MRPL24,-0.3041976141322,5.53411112005775,-1.23369149518079,0.249218235835262,0.845987750305897,-5.61702466945909,MRPL24
MRPL27,0.0122478913524171,4.11061977896871,0.0226813465206727,0.982409882225928,1,-6.05988121214605,MRPL27
MRPL28,-0.317189960815655,5.76375727487579,-0.986980899014661,0.349982713401189,0.912356895918923,-5.99170805784811,MRPL28
MRPL3,-0.191668843572933,5.60897941055278,-0.801478064888555,0.443934793809929,0.955552892058023,-5.86869687051915,MRPL3
MRPL30,0.00330107698757498,5.07459745496087,0.0165768896645482,0.987143514205203,1,-6.27004117645055,MRPL30
MRPL32,-0.0831115571400849,5.23781365708666,-0.545946323092038,0.598653604010366,0.996391562030057,-6.15482742372734,MRPL32
MRPL33,0.287674990880499,5.72353667492417,1.60080843165779,0.144612901162702,0.733434239717382,-5.25821732938892,MRPL33
MRPL34,-0.249860232733432,5.26180946020557,-1.08961589827187,0.304789158257412,0.880838375584426,-5.58606285672322,MRPL34
MRPL35,0.710786681930366,4.13569691460627,1.28774785227089,0.230631375571265,0.826619385710872,-5.19382241717691,MRPL35
MRPL36,-0.706358542270551,4.15140377178281,-3.7116088635178,0.00501659075698909,0.286737766425797,-1.914675825136,MRPL36
MRPL37,0.198642633105529,6.53380522310467,1.09515718142165,0.302484251464624,0.87890083269779,-5.88463703800526,MRPL37
MRPL38,-0.727963033738062,5.29587352478361,-2.67888850310453,0.0257171741820642,0.476476463388953,-3.415659936675,MRPL38
MRPL39,-0.231939918112023,4.5327827210267,-0.891899016446091,0.396154803759577,0.936836435423403,-5.53881601493685,MRPL39
MRPL4,-0.628334736604507,5.58046543910762,-3.16020873022646,0.0118573820385683,0.374597411052461,-2.69509491465975,MRPL4
MRPL40,-0.218922732358755,4.42720762210419,-0.821067168430959,0.43326447673253,0.952331913826849,-5.7077387944989,MRPL40
MRPL41,-0.393990826954006,5.84823622775162,-1.18676365267714,0.266337561847583,0.855836105098649,-5.67216612987243,MRPL41
MRPL42,0.245190535447937,5.48806046515057,1.08023956546576,0.308720471012578,0.884490905843722,-5.91085973008094,MRPL42
MRPL43,-0.480594396559633,4.9454603237856,-1.65380104421601,0.133286595008664,0.717661146897865,-4.96137839246852,MRPL43
MRPL44,-0.416484718834722,4.01518398926195,-1.0501835884854,0.321588198610598,0.891917824452902,-5.42399175234303,MRPL44
MRPL45,0.053745291613021,5.05682896005379,0.216623192489814,0.833435173910097,0.999969548839946,-6.18882067594297,MRPL45
MRPL45P2,0.0421782327616173,0.642375302956437,0.158877806499118,0.8773477087832,0.999969548839946,-5.68877024200883,MRPL45P2
MRPL46,-0.212684452379254,4.36618372501629,-0.416514356537094,0.686998399308307,0.997436215010357,-6.03268603703799,MRPL46
MRPL47,-0.303758180027331,2.88474529393045,-0.359166292615853,0.727928595878452,0.998645782309963,-5.52671401370348,MRPL47
MRPL48,-0.645096765084968,3.09222442732682,-1.18912131580587,0.265455252154109,0.855836105098649,-4.90922454402729,MRPL48
MRPL49,-0.589140315433082,3.91406818189118,-0.984572908936906,0.351100625281411,0.912966042099453,-5.45133353857352,MRPL49
MRPL50,0.717459682059997,3.31331773508468,0.960949290501726,0.362209229492521,0.918369464778619,-5.36456437270781,MRPL50
MRPL51,-0.0620384247099981,6.61944380268982,-0.459709571215249,0.656858840558342,0.996391562030057,-6.58257423304974,MRPL51
MRPL52,-0.392924425830255,4.90646779187966,-1.5840962888149,0.148360923291322,0.738561183013711,-4.85245291410035,MRPL52
MRPL53,-0.352610647788366,4.74613220252343,-1.36260717279629,0.206820054577429,0.80128582067073,-5.36746739625469,MRPL53
MRPL54,-0.354653225574979,4.45233485709648,-1.19145417321902,0.264584558487991,0.855822486162969,-5.36322498384776,MRPL54
MRPL55,-0.573715649053237,5.02691716277234,-1.53548457921811,0.159762908389226,0.753485543584213,-4.9522306550445,MRPL55
MRPL57,-0.352971956275721,4.1202646063161,-0.969847553638236,0.357994836036789,0.915776607205542,-5.47811165322721,MRPL57
MRPL58,-0.230827272787024,3.76571674774094,-0.880041086186797,0.402205959005188,0.938113900590927,-5.4890600676422,MRPL58
MRPL9,-0.356703678605401,4.36877363159701,-1.68692601239416,0.12662239354638,0.708911605587868,-4.72655049891889,MRPL9
MRPS10,-0.09627069195927,3.72443554867005,-0.12938409339572,0.899959591187144,0.999969548839946,-5.91866967547984,MRPS10
MRPS11,-0.200666256741741,4.71242746813316,-0.882127103717241,0.401136743807599,0.938113900590927,-5.70596660000197,MRPS11
MRPS12,-0.803838408263605,5.83311078713987,-2.4756296234068,0.0357803325345044,0.50861552326504,-3.77906946108552,MRPS12
MRPS14,0.0816363072637412,3.56348436345835,0.103950191690652,0.919536899337802,0.999969548839946,-5.97130103998713,MRPS14
MRPS15,-0.339705626529969,5.47637780669402,-1.54616251015083,0.157193440803372,0.749748985561487,-5.13372794882636,MRPS15
MRPS16,-0.193327817927329,6.22873516897387,-1.16970906266874,0.272790766437799,0.85929931876676,-5.80359216689534,MRPS16
MRPS17,0.21912074804594,3.16758226145343,0.254478697260676,0.804966318658994,0.998645782309963,-5.79955472428305,MRPS17
MRPS18A,-0.630021877988876,3.17470085533068,-0.831024986275442,0.427907833831155,0.949212147331179,-5.20832407115813,MRPS18A
MRPS18B,-0.11141251957528,4.90665448990806,-0.638419712421604,0.539440461880297,0.984815721043679,-6.05360644499212,MRPS18B
MRPS18C,-0.229529915117127,1.71942592051507,-0.707002210508884,0.497838705499326,0.974284286698016,-5.5815360333721,MRPS18C
MRPS2,-0.618110995276818,5.53779438117705,-2.45350166916408,0.03709108028041,0.50861552326504,-3.75101265256849,MRPS2
MRPS21,-0.344782034202279,6.15482710454989,-2.09784399656864,0.0660068740677733,0.591536475238481,-4.50731638105261,MRPS21
MRPS22,-0.252786906108391,3.96533354790155,-0.619310000455406,0.551390042278973,0.988574532256374,-5.62871930224529,MRPS22
MRPS23,-0.402020203277342,6.07721576498977,-2.11378698320845,0.0643328768560512,0.587105077862787,-4.47136868607733,MRPS23
MRPS24,-0.316449202302651,2.3985833869322,-1.0483991844302,0.322364949481197,0.891917824452902,-5.42652863404039,MRPS24
MRPS25,-0.160522857674716,6.23162885992938,-0.798904909224323,0.445349451770987,0.956735526081206,-6.16450510146635,MRPS25
MRPS26,-0.67741749390582,5.51666949200081,-2.96751182391277,0.0161345715265217,0.415949575881367,-3.0709765995821,MRPS26
MRPS27,-0.23104196472426,5.15939151429976,-1.05173282021365,0.320914985396289,0.89151471149642,-5.69733401851899,MRPS27
MRPS28,-0.0179982994724908,4.0178533107312,-0.0601863853857138,0.953350414479754,0.999969548839946,-5.90815349517855,MRPS28
MRPS30,-0.271175245396664,5.32871437806001,-0.86671087292082,0.409086004889171,0.941471067772821,-5.81308208214106,MRPS30
MRPS30-DT,-0.0768060010847448,0.119695889999633,-0.306668324057406,0.766220324979439,0.998645782309963,-6.02280016757347,MRPS30-DT
MRPS31,0.398277485920263,3.51483567814431,0.508774734602341,0.623406670771748,0.996391562030057,-5.59674923707399,MRPS31
MRPS31P5,0.457769746077288,1.358303672243,0.49212069708638,0.634664239246334,0.996391562030057,-5.44216072429009,MRPS31P5
MRPS33,-0.400139601101876,4.18180274842932,-1.07496039349598,0.310951230013092,0.884600613306381,-5.65718315359907,MRPS33
MRPS34,-0.810197939112705,7.29183581710711,-5.78141172864443,0.000288077020632381,0.119619746390822,0.751909934257779,MRPS34
MRPS35,0.393385496307033,4.90543483929541,1.60395546059959,0.143916729926783,0.732391154898962,-4.99505413917723,MRPS35
MRPS36,0.908286353141705,2.25725634797064,1.01604377925209,0.336699732415459,0.90378499097767,-5.08467117046325,MRPS36
MRPS5,-0.0891909504348352,4.67236106511134,-0.208158016786652,0.839838364619915,0.999969548839946,-6.09977530218111,MRPS5
MRPS6,0.236728679522699,3.91280164602138,0.424147619544726,0.681627422670797,0.997436215010357,-5.91772520473983,MRPS6
MRPS7,-0.255865005335056,5.64685075640851,-1.39767983683245,0.196404845548708,0.792482896777836,-5.34766449999821,MRPS7
MRPS9,0.0428764863257243,4.55481649339277,0.158385701631366,0.877724085823758,0.999969548839946,-6.02248439676967,MRPS9
MRRF,0.0174149930454517,3.58377354713105,0.0318378983763443,0.975310967193622,1,-5.93084917942102,MRRF
MRS2,0.623251722059888,4.92640761962959,1.69012445062495,0.125995307681528,0.708403725148473,-4.78758324569267,MRS2
MRS2P2,0.354280199334576,0.682145271700844,0.886493311325666,0.398905298095777,0.938035002448806,-5.30382270306926,MRS2P2
MRTFA,-0.847561153665021,4.62376079915195,-2.08937568686494,0.0669130957183373,0.593263748793192,-4.04647979325819,MRTFA
MRTFB,0.403074881968986,4.33477179323569,1.71970144225583,0.120329865732862,0.698842255506278,-4.70817946153803,MRTFB
MRTO4,-0.43833481184568,5.49878895590633,-2.261684489261,0.0506491522049989,0.557041947420468,-4.21897178489161,MRTO4
MSANTD2,0.977136298120262,2.07175750672269,2.19694344164102,0.0562482383803874,0.570504926445632,-3.81671310506786,MSANTD2
MSANTD3,-0.272256947134814,2.5022826926051,-0.222305101939719,0.829144546767168,0.999969548839946,-5.51804382886175,MSANTD3
MSANTD4,-0.186038297439514,4.20020127991129,-0.648977067699357,0.532904757795677,0.981471814214141,-5.83398341568542,MSANTD4
MSC-AS1,0.523497546040936,-0.0400356427265407,1.32135453529488,0.219670285808022,0.815565956212323,-5.31557196647865,MSC-AS1
MSH2,0.097561218715156,5.78676918057541,0.609389087076586,0.557653767167898,0.989079080596218,-6.29545604700402,MSH2
MSH3,0.3192598714173,3.80701527972589,0.571223447191762,0.582125529976391,0.995709083584026,-5.62463299935668,MSH3
MSH5,-0.113860649603113,0.0273744577844777,-0.58381051203958,0.573989589189675,0.992638491901205,-5.97964581185308,MSH5
MSH6,0.630501513892749,7.17417647562325,5.43701014152944,0.000444243732364006,0.138134230219224,0.303343655956164,MSH6
MSI1,-0.0297069729980226,3.64257338151027,-0.0636630181025986,0.950659667033785,0.999969548839946,-6.01205207658691,MSI1
MSI2,0.894999897657094,5.95106595971509,5.18688664197979,0.000614776018852179,0.144284421348452,0.0390750060291243,MSI2
MSL1,-0.067673443144689,6.8425691567765,-0.411932146840732,0.690231559068747,0.997436215010357,-6.59307352199698,MSL1
MSL2,-0.247096114902571,4.61979066696295,-0.587567898538607,0.57157325354393,0.99243281189684,-5.99558404279263,MSL2
MSL3,0.09202432443456,3.5646544255075,0.143893395643215,0.888822438560569,0.999969548839946,-5.85265502245621,MSL3
MSL3P1,-0.163812929652658,2.29137925174425,-0.339403815263381,0.742256393286498,0.998645782309963,-5.61733729755737,MSL3P1
MSMO1,0.0405687541513329,4.80300644097164,0.160844596657702,0.875843773980178,0.999969548839946,-6.2304723908285,MSMO1
MSN,-0.13721713994589,5.17219319643669,-0.532289661068922,0.607686776991565,0.996391562030057,-6.10692166105964,MSN
MSRA,-0.22749970098166,0.33075340320556,-1.02297921524429,0.333586972340622,0.901010307156093,-5.39716784628771,MSRA
MSRB1,-0.29635345178101,1.87164438104424,-0.392753985307512,0.703835221997277,0.99797240514447,-5.42416407435864,MSRB1
MSRB2,-0.392970377798713,2.05009735850927,-0.415629905107131,0.6876219366102,0.997436215010357,-5.43504092892988,MSRB2
MSRB3,0.0149346918957654,2.94462617160621,0.0143756506778349,0.98885058117893,1,-5.70367413406641,MSRB3
MSS51,0.297635457567928,0.989271631909289,0.404666437004406,0.695371826830863,0.997436215010357,-5.62144578097099,MSS51
MST1,-0.446103977407529,0.873173076123215,-0.983154590268581,0.351760326773801,0.913432814470886,-5.16183415324559,MST1
MST1P2,-0.341712538777999,0.802386957993044,-1.01790113534739,0.335863964944139,0.903014179600335,-5.15427310402871,MST1P2
MSTO1,0.28977752695825,1.2233401837792,0.374778930024382,0.716687787335459,0.998645782309963,-5.48042248630172,MSTO1
MSTO2P,0.359270821204264,3.12434826279255,0.410903742212368,0.690958109806341,0.997436215010357,-5.5663604236846,MSTO2P
MSX1,0.0315443149019305,3.96648903540866,0.0934694614182425,0.927621825554961,0.999969548839946,-5.72763865182167,MSX1
MSX2,0.120556709205876,1.75995426436695,0.0979950353466536,0.924129620011509,0.999969548839946,-5.50917220054068,MSX2
MT1F,-0.0468815055320107,0.307414137862516,-0.0975158380122663,0.924499317394244,0.999969548839946,-6.08104049639228,MT1F
MT1X,-1.1577378698519,4.0882023101125,-2.20381628064436,0.0556262166652423,0.569144063705161,-3.77554170703491,MT1X
MT2A,-0.0156273349881829,2.30814426440767,-0.0331634099802417,0.974283496411719,1,-5.79393700010762,MT2A
MTA1,-0.574921481832217,6.07557918861425,-1.99183542987873,0.0782543216337256,0.626146656544295,-4.72241787653202,MTA1
MTA2,-0.0265580008047763,6.18630893468051,-0.0980208251119806,0.924109723935173,0.999969548839946,-6.45656688905358,MTA2
MTA3,0.394191312927447,4.27600372277121,1.11779819162459,0.293208382092938,0.872837031061366,-5.401406642327,MTA3
MTAP,0.160120711876083,4.4050681372621,0.311978955854158,0.762313927517671,0.998645782309963,-6.13373128325092,MTAP
MTARC1,0.301872471221817,3.44392670543869,0.42547214972423,0.680697367602433,0.997436215010357,-5.88481942542802,MTARC1
MTARC2,0.224621696333022,3.78852587672629,0.642505823307387,0.536905286489229,0.983711940537311,-5.58088179859667,MTARC2
MTBP,0.484851677953505,1.93097207329442,0.39173051100618,0.704564407506283,0.998046579510442,-5.4422361882075,MTBP
MTCH1,-0.136633359223016,6.72327038975152,-0.976055164437143,0.355076365235917,0.913850725763783,-6.0831959266475,MTCH1
MTCH2,0.0777130035015512,4.17474097772997,0.128508651893922,0.900632338365954,0.999969548839946,-5.99199843961028,MTCH2
MTCL1,-0.483684228227413,4.66348759845455,-1.96465527420268,0.0817292259164652,0.630799344221036,-4.46980471049623,MTCL1
MTCP1,0.219588853599774,0.947555960323478,0.300401476898747,0.770839111751171,0.998645782309963,-5.66904560582526,MTCP1
MTDH,-0.0278795031875783,6.40528910873886,-0.213567486219024,0.835745084172689,0.999969548839946,-6.44534622677092,MTDH
MTERF1,0.316501722239086,1.69610789929644,0.356939292473746,0.729537707430246,0.998645782309963,-5.44117199851145,MTERF1
MTERF2,0.227918535024191,3.1056196455438,0.236577184337541,0.818393918553973,0.999953241906449,-5.74191956472951,MTERF2
MTERF3,-0.34076379923379,1.41926564569597,-0.85802049683491,0.413615500976802,0.943668979119342,-5.23893739652012,MTERF3
MTERF4,0.0103663048950491,3.83837933973217,0.0439739154696255,0.965905785419161,1,-6.10215829269006,MTERF4
MTF1,-0.242465607757962,3.87825127426173,-0.5184086018013,0.616941250064571,0.996391562030057,-5.97658909453704,MTF1
MTF2,-0.120970623600557,5.46541047324112,-0.621663591027769,0.549910060364121,0.988203380367288,-6.19216137645163,MTF2
MTFMT,-0.0418896525694805,2.8591687309863,-0.0416780561293791,0.967684650954049,1,-5.69503031236008,MTFMT
MTFP1,-0.255078871137814,4.0757363107233,-0.471540144311094,0.648714484156156,0.996391562030057,-5.60255249577328,MTFP1
MTFR1,0.12552123320011,4.28343635986957,0.229010888343358,0.824088477220664,0.999969548839946,-6.11849367753796,MTFR1
MTFR1L,1.00122062573841,2.99701021949513,3.17843934560274,0.0115187994091524,0.37384462082394,-2.53182565879503,MTFR1L
MTFR2,-0.521753234921124,2.40287919847919,-0.638268970998919,0.539534122411033,0.984815721043679,-5.42295629814026,MTFR2
MTG1,-0.887615922055241,4.31942398398211,-2.26736484324271,0.0501848323772054,0.554823385670624,-3.87986987123075,MTG1
MTG2,-0.71769542280272,3.18420632292185,-2.22734372450369,0.0535473952935716,0.56318598045721,-3.87336685318673,MTG2
MTHFD1,0.326974940035144,5.88522111754187,1.42305880514476,0.189152805310981,0.78175038213713,-5.29277979890452,MTHFD1
MTHFD1L,-0.379359452337755,5.76950148795255,-2.00309534097481,0.0768565106074972,0.622391355283142,-4.45893109615705,MTHFD1L
MTHFD2,0.190781851420648,6.36509297212407,0.685663817119192,0.510564071621859,0.97631634337768,-6.2485847448365,MTHFD2
MTHFD2L,0.778929198977195,1.8498527165512,0.758557009612152,0.467925645462975,0.963832081247171,-5.25966060387501,MTHFD2L
MTHFR,-0.0980672076914515,3.22945242107072,-0.161878803156903,0.875053164357994,0.999969548839946,-5.62749506238922,MTHFR
MTHFS,-0.231158216737249,2.10555799863484,-0.385923809421549,0.708707494699951,0.998046579510442,-5.5959024253108,MTHFS
MTHFSD,-1.01906366015628,2.17633763239954,-1.62513976425868,0.139308582516819,0.727620631880301,-4.51784602946571,MTHFSD
MTIF2,-0.235460671069433,4.7818047392597,-0.870477063203384,0.407133863955902,0.940316716269492,-5.81399242873429,MTIF2
MTIF3,-0.342565667209367,2.13800111103034,-0.275442199292591,0.789328023077335,0.998645782309963,-5.46789751429189,MTIF3
MTLN,-1.43267213102899,3.44269484372141,-3.21449679473532,0.0108783664038877,0.370904497496899,-2.5126348087029,MTLN
MTM1,-0.627445620169644,1.04876748086232,-0.758681326604728,0.467854952899316,0.963832081247171,-5.3627106349245,MTM1
MTMR1,0.0911048139142254,3.98274176633091,0.14183465674983,0.890401187842368,0.999969548839946,-6.15174091610204,MTMR1
MTMR10,0.30541624994684,1.03359868338665,0.39328540025004,0.703456736028941,0.99797240514447,-5.58229873380691,MTMR10
MTMR11,0.253726908816948,0.823528461935837,0.66106267634174,0.525481189922394,0.980993258817556,-5.40071216831446,MTMR11
MTMR12,0.30535267703764,3.80096045590506,0.603214993376122,0.561572391923577,0.989850299983093,-5.87653228087543,MTMR12
MTMR14,-0.322693766853401,3.47493762430589,-0.432764160818447,0.675587356619803,0.997024809135366,-5.75445671320872,MTMR14
MTMR2,0.0221081766109847,3.67035925176485,0.0894697091858287,0.930709646214574,0.999969548839946,-6.0382754278017,MTMR2
MTMR3,-0.0309098021130323,4.93441592115639,-0.182330494041494,0.859450005915549,0.999969548839946,-6.25935400666725,MTMR3
MTMR4,0.460591324421245,5.18321445635309,2.3380220657109,0.0447481281861725,0.545085482081436,-4.00813082170647,MTMR4
MTMR6,0.83169091502349,3.70946650660528,1.57530734531577,0.150366821584238,0.740066293223245,-4.58261144726386,MTMR6
MTMR7,1.51608462368804,1.3111384535105,4.88844890619237,0.000916495443177201,0.150454449613671,-0.734376211435568,MTMR7
MTMR9,0.298062353128945,3.37381469604156,0.53553682254747,0.605532460732129,0.996391562030057,-5.75083233817448,MTMR9
MTO1,-0.13893636545393,3.91825161823939,-0.247485335195946,0.810204124968475,0.998645782309963,-5.97466496148068,MTO1
MTOR,0.0383748209480332,6.31827363801802,0.214469350105255,0.835063160419207,0.999969548839946,-6.44787154513976,MTOR
MTPAP,-0.0597999897636088,4.4809998392537,-0.238546438339392,0.816913649652902,0.999236432663288,-6.07036466185121,MTPAP
MTR,0.0769111562811684,6.9931668352864,0.656112211548386,0.528514458992877,0.980993258817556,-6.46340462939854,MTR
MTRES1,-0.377725635222978,1.85734390126091,-0.387130305266834,0.707845816920472,0.998046579510442,-5.42812705527634,MTRES1
MTREX,-0.0124845590041645,5.65839099234601,-0.0660324208646913,0.948826240192028,0.999969548839946,-6.36254914104937,MTREX
MTRF1,0.470951980090848,2.17639604471147,0.505071089950081,0.625901407851515,0.996391562030057,-5.38836559030191,MTRF1
MTRF1L,0.197645320808175,3.76940638876296,0.295819820817596,0.774221961341988,0.998645782309963,-6.06050994974522,MTRF1L
MTRNR2L1,0.297222120570434,3.75654113421106,0.547512842386969,0.597622030929389,0.996322004073666,-5.92437614803776,MTRNR2L1
MTRNR2L10,-0.4314354736054,-0.949423460329959,-1.30914357546785,0.223601176291883,0.819309994001767,-6.40986190315945,MTRNR2L10
MTRNR2L2,-0.105255053077093,3.13337202048849,-0.222362562282091,0.829101186653101,0.999969548839946,-5.80402876392645,MTRNR2L2
MTRNR2L6,0.313291456397939,0.855013852297483,1.32059208887167,0.219914010987146,0.815750395984372,-6.39592819511935,MTRNR2L6
MTRNR2L7,0,1.21650536211755,0,1,1,-7.27729859723329,MTRNR2L7
MTRNR2L8,0.353353773219552,2.92794168636408,0.977337537646115,0.354475673506163,0.913850725763783,-5.93116912749564,MTRNR2L8
MTRNR2L9,0.284534301446978,1.90784266974761,0.657215949057574,0.527837263571306,0.980993258817556,-5.78255332343194,MTRNR2L9
MTRR,0.105972291240014,4.02449256558864,0.232931267621803,0.821136528641491,0.999969548839946,-6.07035690552918,MTRR
MTSS1,1.1726298271263,2.48803992758351,3.09305166800433,0.0131962869478268,0.386111253562336,-2.67865449769492,MTSS1
MTSS2,-0.854179873903345,5.71081419787274,-4.96016722951244,0.000831664715246133,0.146768030623061,-0.20581987098123,MTSS2
MTURN,0.0449785925788486,3.97941362513506,0.123174268612593,0.904733428912099,0.999969548839946,-6.35780905123417,MTURN
MTUS1,-0.100717574563734,4.31067225836066,-0.285577840577171,0.781802282415248,0.998645782309963,-5.97295954167036,MTUS1
MTUS2,-0.154466628588181,0.233057302899319,-0.412003962242243,0.690180835233948,0.997436215010357,-6.0158557984181,MTUS2
MTX1,-0.471787617519683,4.34286704706496,-1.54955359202291,0.156385168765814,0.747915248182847,-4.74803153905455,MTX1
MTX2,-0.195589733880023,4.27118845776283,-0.678936854327949,0.514617000127285,0.979027463656785,-5.73873191641718,MTX2
MTX3,0.391293940916762,3.98546254375825,0.975040155637601,0.355552353597455,0.91421126203202,-5.84603290394385,MTX3
MUL1,-0.690823764193895,4.57029485040006,-2.66405488533064,0.0263436579813463,0.476627741004707,-3.37626630557702,MUL1
MUS81,-0.918330743635135,3.11647805191855,-1.00402828624792,0.342144472414655,0.908478386666599,-5.13165464577863,MUS81
MUTYH,-0.680223224538292,1.93132990260892,-0.688539015441671,0.508837802026106,0.97631634337768,-5.3025638025683,MUTYH
MVB12A,-0.415743280986766,4.0903902479412,-0.95059618302656,0.367158578449754,0.9200819153148,-5.32447034163581,MVB12A
MVB12B,-0.436736484841725,2.2981124395357,-0.478700593958684,0.643808958725483,0.996391562030057,-5.45896826853811,MVB12B
MVD,-1.29617424374279,3.80156422822581,-3.79415085573489,0.00442455892231903,0.275267963676392,-1.736808132114,MVD
MVK,-0.177352603149354,1.37746925930573,-0.173125284783354,0.866465356638362,0.999969548839946,-5.58740068781699,MVK
MVP,-0.952903034543466,1.79365550239674,-0.825245192765665,0.43101143340245,0.951081496838979,-5.20880903142662,MVP
MXD1,0.806576118608285,3.53649367098355,1.16015303554891,0.276461319487454,0.861433051009227,-5.36929788902094,MXD1
MXD3,-0.453654539574166,2.07987210114579,-0.439612071799588,0.670804534105386,0.997024809135366,-5.4303544154305,MXD3
MXD4,-0.0257950088585659,4.1764546437684,-0.0760031280091134,0.941114610124256,0.999969548839946,-6.0155802073122,MXD4
MXI1,0.208199941214048,4.88315695389211,0.683389661478804,0.511932026105745,0.976887414280007,-5.99526256757521,MXI1
MXRA7,-0.122734978341404,5.344363256404,-0.644484535371824,0.535680159170998,0.98306674732564,-6.21143710604752,MXRA7
MXRA8,-0.86080465568532,2.16661904476017,-0.965924487586076,0.359848384570388,0.917603775583812,-5.14397582863012,MXRA8
MYADM,0.0889957731960132,4.03013972934903,0.205135264064868,0.842127878923775,0.999969548839946,-5.77685647175022,MYADM
MYB,-0.647215537904321,2.13744815686798,-0.665131449807999,0.522996023755385,0.980796202993872,-5.3266458638466,MYB
MYBBP1A,-0.646717686810865,7.42633328594839,-2.46289334797498,0.0365290055208492,0.50861552326504,-4.10109856286978,MYBBP1A
MYBL1,1.25896225078359,2.52758110709014,1.25951570652601,0.240189699713913,0.836865007361036,-4.91978773896162,MYBL1
MYBL2,-0.0168371615319218,6.31847150557365,-0.0943698689015192,0.926926883401517,0.999969548839946,-6.55154397889671,MYBL2
MYC,-1.07402532461788,7.09013699044692,-5.40003282878286,0.000465843429692773,0.138134230219224,0.30598210901533,MYC
MYCBP2,0.0927726525360972,4.83060539144007,0.518165635815135,0.617103881924865,0.996391562030057,-6.1350427109964,MYCBP2
MYCL,-1.10385460177812,1.91286552129596,-0.940195735891577,0.372180335595749,0.924264200165486,-5.12841857924616,MYCL
MYCN,0.133670083110063,0.12702463643091,0.258256338812747,0.802141250525119,0.998645782309963,-6.20160089926897,MYCN
MYD88,0.20581442814205,1.01296474649723,0.249723924673548,0.808526388100366,0.998645782309963,-5.73886211158673,MYD88
MYDGF,-0.505192330636437,5.35165576436716,-1.63165330123484,0.137918773811876,0.724381416918177,-5.1124256972063,MYDGF
MYEF2,0.216121269145487,5.55396472486232,0.8436728959409,0.421169816878453,0.945209797348146,-5.93411116207433,MYEF2
MYH10,0.257576097203785,8.05675319350141,2.16525619554403,0.0592049940880186,0.575388085263663,-4.79234607513604,MYH10
MYH11,0.644913501399985,0.819856327446007,1.71802182320995,0.120645221019733,0.698938724218761,-4.92430838547753,MYH11
MYH14,-0.207530173779781,4.88326119411352,-0.500505443262655,0.628983735084454,0.996391562030057,-5.87152523251712,MYH14
MYH15,0.420338702244821,1.04618143118223,1.3586364621444,0.208028450277978,0.804203640760231,-4.98946743626174,MYH15
MYH3,-0.0969551559704046,0.822277649946814,-0.265831402000245,0.796485535586337,0.998645782309963,-5.57969161559406,MYH3
MYH9,-0.502324166189816,7.82147695713598,-3.21156407961666,0.0109290459667595,0.370904497496899,-3.01269280684983,MYH9
MYL12A,0.255828238419304,5.91893861107155,1.4586538911519,0.179373415676983,0.773014005655569,-5.2788997710501,MYL12A
MYL12B,0.482062806097136,6.03048686561548,2.70270688818365,0.0247426480507686,0.471412557598855,-3.6298761616698,MYL12B
